timestamp,CPU_Usage (%),Disk_IO (MBps),Memory_Usage (MB),Network_Usage (MBps),anomaly_label,reconstruction_error,anomaly_flag
2025-01-01 00:00:00,38.70861069626263,80.73034535283331,1672.0065647670567,299.8491107041328,0,5.5109698e-08,0
2025-01-01 00:01:00,90.56428757689244,141.50215580767548,4855.632861473377,369.69137716132286,0,1.5561422e-07,0
2025-01-01 00:02:00,70.87945476302646,113.59591820304868,16066.646711859878,262.32420224207794,0,1.5015647e-07,0
2025-01-01 00:03:00,58.8792635777333,185.14562651272448,9975.816106093447,408.8521475409213,0,8.74676e-08,0
2025-01-01 00:04:00,19.041677639819287,6.062739325355431,11776.947009961794,363.8562338651476,0,1.2097777e-07,0
2025-01-01 00:05:00,19.03950683025824,141.93099165653476,628.7834718145796,311.3859366090702,0,6.409798e-08,0
2025-01-01 00:06:00,10.227525095137953,66.7352101839443,8736.96138120097,83.88847975785222,0,1.6348933e-07,0
2025-01-01 00:07:00,82.95585311974416,36.86649671187377,1107.654852344779,419.6150643466685,0,6.172563e-08,0
2025-01-01 00:08:00,59.10035105688879,102.5687288814997,9546.821926315462,468.5937368067098,0,7.441803e-08,0
2025-01-01 00:09:00,68.7265320016441,101.5076930518192,15126.474925423789,77.11291066655446,0,2.43307e-07,0
2025-01-01 00:10:00,6.85260448662222,28.265194708997253,15882.748439302472,249.23815342238092,0,3.2844477e-07,0
2025-01-01 00:11:00,92.29188669457947,41.17731517044509,9091.652063773005,136.85548356554722,0,6.039737e-08,0
2025-01-01 00:12:00,79.91983767203796,82.22476831540942,7784.626668963172,379.7164206385266,0,1.3592579e-07,0
2025-01-01 00:13:00,24.11051996104485,82.35347106607075,15511.311319912096,363.598521642303,0,1.690772e-07,0
2025-01-01 00:14:00,21.36424704863905,64.19406978431726,11203.535253451544,79.03370907949537,0,2.1390085e-07,0
2025-01-01 00:15:00,21.506405886809045,30.560485150486205,1542.081364833635,439.7433629182022,0,7.696329e-08,0
2025-01-01 00:16:00,32.381801866358394,1.8703621410949247,7903.996368738522,98.67680134922112,0,2.2702739e-07,0
2025-01-01 00:17:00,52.22807884690141,194.0767774231761,4325.168933065432,400.6569225675727,0,6.23501e-08,0
2025-01-01 00:18:00,43.87505167779042,188.75634671108148,7968.734190033474,233.9203762177224,0,4.5976194e-08,0
2025-01-01 00:19:00,31.210622617823773,97.2464254560509,7741.149558884973,170.8534238434941,0,9.2337025e-08,0
2025-01-01 00:20:00,60.06676052501415,199.0152989017261,9751.802310275583,87.53723871036462,0,1.23364e-07,0
2025-01-01 00:21:00,17.554447458683764,135.0572118256664,6174.661222823315,92.1309855118484,0,1.560249e-07,0
2025-01-01 00:22:00,31.29301836816964,14.702649983900766,3119.3005737644903,334.32637180344113,0,2.9614128e-08,0
2025-01-01 00:23:00,37.97256589643225,24.42592161744285,8507.034865811785,279.71089009408905,0,7.6213205e-08,0
2025-01-01 00:24:00,46.04629857953324,183.3060579300579,13688.980180335937,69.82185660910403,0,2.1849814e-07,0
2025-01-01 00:25:00,75.66583652537122,230.6011038001209,11051.202083888984,65.22195161477934,1,1.8150882e-07,0
2025-01-01 00:26:00,22.97064039425237,168.79354170481287,5882.574767965026,45.43218163866781,0,2.0546553e-07,0
2025-01-01 00:27:00,51.28109945722505,179.755660277135,15360.621417228582,374.4460002130366,0,1.7782003e-07,0
2025-01-01 00:28:00,58.31731119758382,90.14046024519484,14990.55857086702,358.8222217623517,0,2.1242741e-07,0
2025-01-01 00:29:00,9.180537144799796,10.656664363761914,3834.777795024416,38.63118551874182,0,2.2828928e-07,0
2025-01-01 00:30:00,59.67903667112945,38.46778943056709,1137.635911030401,284.5323370425168,0,3.7920273e-08,0
2025-01-01 00:31:00,20.34717113185624,14.247817513184584,12278.0518189433,51.49131606891805,0,2.4755087e-07,0
2025-01-01 00:32:00,10.854643368675156,38.55922929400296,13647.83006813376,452.83542759838144,0,1.3908428e-07,0
2025-01-01 00:33:00,90.3996983528,82.69605236471948,15873.94639077991,454.4875353982649,0,2.3447393e-07,0
2025-01-01 00:34:00,91.90688297671034,24.5211652924821,14635.483246969668,352.13416500843374,0,1.2219431e-07,0
2025-01-01 00:35:00,77.7557613304815,34.17991631326331,10043.687840972216,463.83257150533046,0,1.9002243e-07,0
2025-01-01 00:36:00,32.41523922560336,89.71853463226417,8924.990727978908,407.61198490270834,0,8.797937e-08,0
2025-01-01 00:37:00,13.790490260574549,68.69401912730942,953.8931656397696,415.9839022042542,0,9.27343e-08,0
2025-01-01 00:38:00,66.58097238609412,94.06396671342016,4426.931124320314,289.15684677926725,0,3.7524188e-08,0
2025-01-01 00:39:00,44.61372443656412,86.40523352405334,7807.005339505008,159.9690071259262,0,7.9564565e-08,0
2025-01-01 00:40:00,15.983441136030097,129.2511271699968,10487.613902126388,116.72156640704658,0,1.829159e-07,0
2025-01-01 00:41:00,49.56592191001432,187.50072022629504,9356.701098429814,170.3280107990753,0,4.4818517e-08,0
2025-01-01 00:42:00,8.094966900369656,22.465003350404253,12299.118428227792,317.9627607436404,0,1.9448093e-07,0
2025-01-01 00:43:00,86.83883618709038,20.752769712529787,4952.4607270391125,94.60170255787548,0,1.0502197e-07,0
2025-01-01 00:44:00,28.290198344001524,170.7084161070895,9478.927788660056,136.73371595228758,0,1.05338025e-07,0
2025-01-01 00:45:00,64.62700559185838,101.77294422583935,1910.9936870986528,239.3498227697776,0,2.3176055e-08,0
2025-01-01 00:46:00,33.053996848046985,153.51459969012,7077.699190312661,124.19454827706164,0,9.322151e-08,0
2025-01-01 00:47:00,51.80612190600297,43.868958817849006,12418.552740655428,298.4353981608702,0,7.013222e-08,0
2025-01-01 00:48:00,54.203925140895166,165.9436520603428,11517.658345625789,462.3562539436016,0,9.8276956e-08,0
2025-01-01 00:49:00,21.636900997297435,184.84547821434649,16235.481524396824,376.563789194532,0,1.8011144e-07,0
2025-01-01 00:50:00,92.26261649881027,127.46112009375116,4922.687951677664,336.5490409329674,0,1.244943e-07,0
2025-01-01 00:51:00,74.76195410250031,22.06992527328665,8419.260556489397,295.5335232320516,0,6.459462e-08,0
2025-01-01 00:52:00,89.55490474077702,179.16366801711143,5742.306727420876,249.0944755359618,0,1.4202118e-07,0
2025-01-01 00:53:00,85.5344615384884,158.7050577466442,7505.252626347222,101.41629122098324,0,5.8196093e-08,0
2025-01-01 00:54:00,58.810998092997664,150.42467752638348,14113.512461286928,448.4081231591641,0,1.9980845e-07,0
2025-01-01 00:55:00,87.96868115208052,8.308909592277196,11371.76644139166,131.78264098628978,0,1.2991438e-07,0
2025-01-01 00:56:00,12.964325184672756,159.99354252613728,14518.106589068817,54.74135001329877,0,5.14296e-07,0
2025-01-01 00:57:00,22.638457617723063,28.452251083203045,3742.128311443702,377.50743782206064,0,4.5717037e-08,0
2025-01-01 00:58:00,9.070456001948424,45.25484906318079,14373.987662379304,96.05161182227152,0,3.9793963e-07,0
2025-01-01 00:59:00,34.27972976869379,115.84983213898224,1460.5468157593175,192.22903977517623,0,6.41578e-08,0
2025-01-01 01:00:00,39.98095607205338,98.04106604607637,14615.847779098483,23.859614862580067,1,2.9565896e-07,0
2025-01-01 01:01:00,29.42141285965064,132.60829305607203,5735.059027600673,77.16329184481955,0,1.7021745e-07,0
2025-01-01 01:02:00,79.58637582367363,122.00601909211724,5505.134917548063,94.86977907235692,0,3.2579326e-08,0
2025-01-01 01:03:00,37.10779940242303,22.52177000463926,8639.869889361195,36.6609625975872,0,2.2238451e-07,0
2025-01-01 01:04:00,30.28410587186427,131.54690133870977,15442.634659543137,331.76190874519415,0,1.2856125e-07,0
2025-01-01 01:05:00,53.84264748424236,184.86702705516103,1270.385820223266,420.1338199435274,0,5.767505e-08,0
2025-01-01 01:06:00,17.683180247728636,33.06087113198079,6102.61003632287,192.92454911931108,0,8.0309306e-08,0
2025-01-01 01:07:00,77.19772826786357,119.8153421676346,14107.510604381903,438.5424735919184,0,1.172078e-07,0
2025-01-01 01:08:00,11.709557931179374,69.03120901540213,6798.176665855728,114.539821534462,0,1.12606216e-07,0
